text,class
صاحب التعليق رقم 2 من يكسب بالفهلوة والرشاوى والاساليب القذرة فى شراء ذمم اللاعبين ضعاف النفوس هو الاهلى ( مرتزقة الاندية ) اتحدى لو ذكرت لاعبين فقط من الاهلى فى اى منتخب فاز ببطولاتكاس افريقيا لمصر فاخر بطولة لم يكن هناك الا المهاجم العاجز الذى لم يحرز الاهدفين فى 12 مباراة فى البطولتين الاخرتين(عماد تعبان مدعى عقود الانحراف)اما المحلة فلها الشرف ان اخر بطولة كان دفاع مصر هم من ابنائها اوصنعتهم( وائل جمعة- فتح الله- المحمدى - عبد الشافى )اما انتم يامرتزقة الاندية فلا تصنعون نجما وانما ترشون ذمما حكاما كانوا ام لاعبيين,egypt
صاحب أسامة خويا صغير قد ميمي محسوب راح دار عمرة,algeria
ملا طحانة ماه‍مش رجال …,tunisia
الظاهرة جابتلي عريس مليح زعمة واش راح نقولها أنا غدوة,algeria
فينا هو المقراش,morocco
لوكان راهي قلبت الدنيا,algeria
كعورررررر...واعطى للاعورررر,tunisia
تتقال كي واحد يلعب مليح على آلة ولا يغني مليح,algeria
نقول ليه إلى قد ياخد لي رونديفو تماك,morocco
انتي معللللللللللللم,tunisia
"كده تبقي البطولة للمحامية ""حسب الخبر""والمحامية اكيد جومانة مراد...يبقي الصح ان نضال يشارك جومانة وليس العكس كما هو وارد في الخبر حتي ينصلح سياق الخبر",egypt
انا اتابع هذه الجريدة وعندى سؤال انتم هاتستفادوا ايه من الفتنة الطائفية.,egypt
كانت مركبة رجل,algeria
وش حتشي غير الخير أي قالت لك أني جبت لك النيميرو تاع فلانة,algeria
ام يركبوا يكدبو برك,algeria
الصراحة مميز,tunisia
نوشتن مایه ی تسلا و آرامش نیست,egypt
و كتلقى وحداخرين متيقتنعوش وخى بي كل معزجات ديال العالم,morocco
اذهب وهف يهزك العيب مش فيك فلي عاملك قيمة و قدر و جايبك تحكي قالو حقوق لا يحقلك حق ، انت ليك واحد يحكلك الفلفل فماشي ما تولي امك تقول جبت راجل و خسرت عليه طهارة، اللهم لا تاخذنا بما فعل السفهاء منا,tunisia
شكرا للفنانة,tunisia
دا انتو شباب منافق مش الى فى الحفلة لالالا الى كاتبين التعليقااااااااات,egypt
الريحة الأخرى خير منها,algeria
المهم كي سترك ربي برك,algeria
قلة تربية لا أكثر لا أقل,tunisia
دارتلها لفراشات و امبعد صدقوهم قولي لها ما تجيبيش لفراش ما نعيشوش لهنا درك,algeria
اه أ ماما وش كنت ﺗقﻮلي,algeria
كاينة وحدة تحفة لي نحكي لك علاها,algeria
وي شكون معايا أني بسمة صباح الخير,algeria
قال لي آه والله أول مرة,algeria
عبد الفتاح مورو صريح و معلم,tunisia
انشاء الله ربى يشفيك يا احلى رحمة في دنيا لكل خالي امانك بربى قوي فان الله على كل شئ قدير و انت يا رحمة راك عسلة و وردة مفتحا انشاء الله ربى يفرجها عليك و على امة محمد اجمعين,tunisia
تشهيت نلبسها مع السبات,morocco
10- يقولون ان تعديل الدستور الذى تم بطريقة شرعية انه غير دستورى بينما يرون ان اى شوية مثقفين يقعدوا فى اى حديقة من حقهم يضربوا عرض الحائط بالمؤسسات المشروعه و يغيروا الدستور,egypt
و كيفاش خيطاتها,morocco
خطرة دارولهم معرض تاع الجادارميا جابو الكلاب هدوك تاعهم,algeria
ويا ترى الامورة رجعت بباسبورها المصرى ولا الانجليزى؟,egypt
نروح نحط لوراقي تاعي و نعدي طول,algeria
تبركالله علاها منورة الحلقة فتانة حلوة رزينة أنيقة علي كل تونس بنسها يا أمونة,tunisia
على فكرة بخصوص التعليق رقم 17 العلم دة مش لمصر دا للمجر لو تركزي شوية حتلاقية أحمر أبيض أخضر مش أسود,egypt
تاع إيمان جابتو باش تسقمو,algeria
يعطيه الصحة وين تحطو ما تخافش عليه,tunisia
أنا و عيشة نص ساعة وحنا واقفين لهيه,algeria
انت لاقى حد حتى بيفكر فيك انت ضيعت نفسك مع انك كلمه حق لعيب من طراز فريد ربنا يشفيك من وجع الدماغ الى انت فيه,egypt
بلاش تتدخل فى امورالدين خليكى فى الكلام الفاضى وفضايح شوبيرومنصورليه الحق اختفى فى مصروميزان العدل مال لمى امثالك يطاول على رجال الدين,egypt
طريق السلامة كمال,morocco
كالعادة ديمة متالقة وهذا موش جديد عليك برافوا,tunisia
واش كتقراو أ صحبي وقتما كندوز كنلقاك جالس معمري شفتك كتقرى,morocco
أقراوا بيان,algeria
و النتيجة مش محتاجة كلام,egypt
ماشاء اللـّه عسلة,tunisia
باش تقرينا ف باجي مختار,morocco
معاك دريال أ بسمة,morocco
انا مغترب و اعمل فى السعوديه و مع التغير قالب و قالبا دا الواحد هربان من مصر بسبب البلاوى اللى فيها يعم حرام عليك بقى سيبنا و امشى بقى ، ايه مش كفايه 30 سنة هوه ايه نقلبها لحضرتك مملكة ولا ايه؟؟؟؟؟؟؟؟؟؟؟,egypt
المهم هو بلي تنعرف واحد قدامو,morocco
و الله لا شيء جديد على قناة الحمار التونسي سوى انهم يستضيفون ارذل الماركات التونسية,tunisia
"تي ماللخر راك انسان بوهالي تعمل في Buzz و بن علي ماهوش راجع ود""",tunisia
أو نكدب برك مازالو ما صلحوش مام-بﺎ لاكوبﻲ تاعي,algeria
فنان و  عليه الكلام ، عبرة لمن يعتبر في الاخلاق .,tunisia
اﻟفيوديو تاع واحد يرعش وحده يجري يجري ويرعش,algeria
قعدت نخمم هكا قلت ما علاباليش كيفاش رايحين يديرو,algeria
في كلمة أحسن وحدة bravo إلى الأمام,tunisia
هدا هو,morocco
لو كنت انا المحافظ المستشار عدلى حسين وجتلى كل التعليقات دى للكلمة الى قلتها كنت مت بالسكتة القلبية ..... الى اختشو ماتوا بصحيح,egypt
بسم الله ماشاء الله,tunisia
سي بور سا كنت نقول لكم دايما لازم نتهناو قبل من الطريقة اللي نكتبوا بها,algeria
كلها نفس القصص ونفس الحواديت لا جديد اللهم تغيير في اسماء المسلسل,egypt
هو جرا معاها من المرة لولا في لحكاية أدي,algeria
و كيما قالت لك واحد فيهم كان متربي في السيرك يعرف كيفاه يصوتي على النار شاف مليح مبعديكا سوطا خرج,algeria
هاي جات إرور,algeria
منذ أيام كانت فريال زردازي كتكلمني على الاستاذ بن سبع,morocco
حابة نخدم في ادارة,algeria
مبروك عليها انشاء الله,tunisia
ما لحقني والو,algeria
شافت ماما  لوخر يسقام أقل,algeria
أولاد المفسدة إلى الأمام,tunisia
اية الزبالة و البيئة الواطية دى- اخلاق زبالة مبادئ زبالة - و بنعيب على الاخوة الجزائريين ؟؟؟؟ صحيح ان لم تستحى فأفعل ما شئت..,egypt
المهم نت بخير,morocco
نوال مشات تقرا,morocco
فين خدام,morocco
ياه مبلول و نا حاطة بورتابلي فوقه,algeria
الحكومه عرفت إن الشعب ده بيحب الكلام ويشتم من بعيد ولذلك تركته ينفس براحته حتي لا ينفجر .,egypt
اها هي نورمال,algeria
ماسط ياسر,tunisia
الكابتن شوبير مظلوم والمستشار مرتضى رجل يعرف القانون كويس ويقدر يفعل ما يريد بالصح او بالباطل,egypt
برافووووو خديجة واصل,tunisia
انا نفسي اعرف اسم لاعب نادي الشمس اللي ضربك بالشلوط لما كنت بتحكم في الدرجة الثانية علشان اعمله تمثال,egypt
بس يا خوفى بقى لو حصلت حقيقى,egypt
أه عيط لها سايي,algeria
هيا سهام يزي بلا هدرة,algeria
